successful_ticker,timestamp
RIO,2025-08-21 20:27:37
CGNT,2025-08-21 20:27:37
PB,2025-08-21 20:27:37
TECK,2025-08-21 20:27:37
TCI,2025-08-21 20:27:37
CSV,2025-08-21 20:27:37
WHG,2025-08-21 20:27:37
ADCT,2025-08-21 20:27:37
NGVT,2025-08-21 20:27:37
TRNO,2025-08-21 20:27:37
SN,2025-08-21 20:27:37
MTN,2025-08-21 20:27:37
BAC-PP,2025-08-21 20:27:37
QXO,2025-08-21 20:27:37
AB,2025-08-21 20:27:37
BAC-PO,2025-08-21 20:27:37
IX,2025-08-21 20:27:37
SLGN,2025-08-21 20:27:37
CMP,2025-08-21 20:27:37
WPC,2025-08-21 20:27:37
SST,2025-08-21 20:27:37
UAA,2025-08-21 20:27:37
BNED,2025-08-21 20:27:37
KIM-PL,2025-08-21 20:27:37
SREA,2025-08-21 20:27:37
KVYO,2025-08-21 20:27:37
CLW,2025-08-21 20:27:37
SSL,2025-08-21 20:27:37
ATEN,2025-08-21 20:27:37
TSLX,2025-08-21 20:27:37
ALEX,2025-08-21 20:27:37
AX,2025-08-21 20:27:37
KEY,2025-08-21 20:27:37
PFE,2025-08-21 20:27:37
CCB,2025-08-21 20:27:37
BRK-B,2025-08-21 20:27:37
NXRT,2025-08-21 20:27:37
AR,2025-08-21 20:27:37
WFC-PD,2025-08-21 20:27:37
GEV,2025-08-21 20:27:37
BAC-PN,2025-08-21 20:27:37
TGNA,2025-08-21 20:27:37
NPB,2025-08-21 20:27:37
TG,2025-08-21 20:27:37
CR,2025-08-21 20:27:37
KEY-PJ,2025-08-21 20:27:37
MTZ,2025-08-21 20:27:37
NEE-PR,2025-08-21 20:27:37
SHG,2025-08-21 20:27:37
BAC-PE,2025-08-21 20:27:37
HUBB,2025-08-21 20:27:37
FLD,2025-08-21 20:27:37
CRI,2025-08-21 20:27:37
ACI,2025-08-21 20:27:37
SOJE,2025-08-21 20:27:37
YOU,2025-08-21 20:27:37
SRE,2025-08-21 20:27:37
ARVN,2025-08-21 20:27:37
BBUC,2025-08-21 20:27:37
CMSD,2025-08-21 20:27:37
STEM,2025-08-21 20:27:37
CURV,2025-08-21 20:27:37
TTI,2025-08-21 20:27:37
BH,2025-08-21 20:27:37
DQ,2025-08-21 20:27:37
UBER,2025-08-21 20:27:37
DK,2025-08-21 20:27:37
GL,2025-08-21 20:27:37
FE,2025-08-21 20:27:37
VVV,2025-08-21 20:27:37
ELUT,2025-08-21 20:27:37
CMG,2025-08-21 20:27:37
GRND,2025-08-21 20:27:37
FINV,2025-08-21 20:27:37
ERJ,2025-08-21 20:27:37
SPXC,2025-08-21 20:27:37
MGRE,2025-08-21 20:27:37
RSI,2025-08-21 20:27:37
SOJD,2025-08-21 20:27:37
LPX,2025-08-21 20:27:37
CFG,2025-08-21 20:27:37
BRFS,2025-08-21 20:27:37
BANF,2025-08-21 20:27:37
ENFY,2025-08-21 20:27:37
AXS-PE,2025-08-21 20:27:37
LU,2025-08-21 20:27:37
LTC,2025-08-21 20:27:37
JHG,2025-08-21 20:27:37
UPS,2025-08-21 20:27:37
IBM,2025-08-21 20:27:37
BLDR,2025-08-21 20:27:37
INGM,2025-08-21 20:27:37
EPR,2025-08-21 20:27:37
BTI,2025-08-21 20:27:37
BDX,2025-08-21 20:27:37
PGRE,2025-08-21 20:27:37
AXP,2025-08-21 20:27:37
RF-PC,2025-08-21 20:27:37
C,2025-08-21 20:27:37
TPH,2025-08-21 20:27:37
DSGR,2025-08-21 20:27:37
CAAP,2025-08-21 20:27:37
TRTN-PB,2025-08-21 20:27:37
EQV,2025-08-21 20:27:37
EGO,2025-08-21 20:27:37
AM,2025-08-21 20:27:37
CSL,2025-08-21 20:27:37
CBAN,2025-08-21 20:27:37
FC,2025-08-21 20:27:37
MGR,2025-08-21 20:27:37
NET,2025-08-21 20:27:37
UNFI,2025-08-21 20:27:37
UNF,2025-08-21 20:27:37
SKM,2025-08-21 20:27:37
CB,2025-08-21 20:27:37
TRTN-PA,2025-08-21 20:27:37
PSO,2025-08-21 20:27:37
EPSN,2025-08-21 20:27:37
STZ,2025-08-21 20:27:37
CAVA,2025-08-21 20:27:37
WLK,2025-08-21 20:27:37
BCO,2025-08-21 20:27:37
MSCI,2025-08-21 20:27:37
DXYZ,2025-08-21 20:27:37
CODI,2025-08-21 20:27:37
WS,2025-08-21 20:27:37
SPGI,2025-08-21 20:27:37
WEC,2025-08-21 20:27:37
VLTO,2025-08-21 20:27:37
FHI,2025-08-21 20:27:37
COF-PJ,2025-08-21 20:27:37
CL,2025-08-21 20:27:37
FBRT,2025-08-21 20:27:37
TRU,2025-08-21 20:27:37
GOOS,2025-08-21 20:27:37
STWD,2025-08-21 20:27:37
GM,2025-08-21 20:27:37
VST,2025-08-21 20:27:37
SW,2025-08-21 20:27:37
WLY,2025-08-21 20:27:37
ELF,2025-08-21 20:27:37
VOYG,2025-08-21 20:27:37
ATO,2025-08-21 20:27:37
ALB,2025-08-21 20:27:37
CADE-PA,2025-08-21 20:27:37
AC,2025-08-21 20:27:37
ENR,2025-08-21 20:27:37
HPE,2025-08-21 20:27:37
SKLZ,2025-08-21 20:27:37
MO,2025-08-21 20:27:37
CE,2025-08-21 20:27:37
MC,2025-08-21 20:27:37
LUXE,2025-08-21 20:27:37
BBVA,2025-08-21 20:27:37
VIPS,2025-08-21 20:27:37
AMP,2025-08-21 20:27:37
EGY,2025-08-21 20:27:37
NSA,2025-08-21 20:27:37
BRT,2025-08-21 20:27:37
HIG,2025-08-21 20:27:37
IBP,2025-08-21 20:27:37
HPP,2025-08-21 20:27:37
TDS,2025-08-21 20:27:37
INFY,2025-08-21 20:27:37
NVST,2025-08-21 20:27:37
NKE,2025-08-21 20:27:37
WRB-PE,2025-08-21 20:27:37
NGS,2025-08-21 20:27:37
ESRT,2025-08-21 20:27:37
VAL,2025-08-21 20:27:37
BBY,2025-08-21 20:27:37
BLSH,2025-08-21 20:27:37
CSWC,2025-08-21 20:27:37
BEN,2025-08-21 20:27:37
ADSE,2025-08-21 20:27:37
KRC,2025-08-21 20:27:37
DHT,2025-08-21 20:27:37
GABC,2025-08-21 20:27:37
ENTA,2025-08-21 20:27:37
BKV,2025-08-21 20:27:37
VNO-PL,2025-08-21 20:27:37
FF,2025-08-21 20:27:37
DEI,2025-08-21 20:27:37
EVTL,2025-08-21 20:27:37
GSK,2025-08-21 20:27:37
BROS,2025-08-21 20:27:37
LOW,2025-08-21 20:27:37
DEA,2025-08-21 20:27:37
UHT,2025-08-21 20:27:37
CECO,2025-08-21 20:27:37
BW-PA,2025-08-21 20:27:37
BKH,2025-08-21 20:27:37
CPA,2025-08-21 20:27:37
HOOD,2025-08-21 20:27:37
ENS,2025-08-21 20:27:37
AHR,2025-08-21 20:27:37
GFF,2025-08-21 20:27:37
CNH,2025-08-21 20:27:37
KO,2025-08-21 20:27:37
FDP,2025-08-21 20:27:37
RH,2025-08-21 20:27:37
FPI,2025-08-21 20:27:37
CVEO,2025-08-21 20:27:37
STEL,2025-08-21 20:27:37
DHR,2025-08-21 20:27:37
LPCN,2025-08-21 20:27:37
BRC,2025-08-21 20:27:37
TBB,2025-08-21 20:27:37
BLK,2025-08-21 20:27:37
KB,2025-08-21 20:27:37
SA,2025-08-21 20:27:37
ECL,2025-08-21 20:27:37
PRMB,2025-08-21 20:27:37
RYI,2025-08-21 20:27:37
PSA-PG,2025-08-21 20:27:37
DAVA,2025-08-21 20:27:37
ODC,2025-08-21 20:27:37
BKKT,2025-08-21 20:27:37
PEN,2025-08-21 20:27:37
BWLP,2025-08-21 20:27:37
LVWR,2025-08-21 20:27:37
OEC,2025-08-21 20:27:37
BHVN,2025-08-21 20:27:37
EIC,2025-08-21 20:27:37
ABVC,2025-08-21 20:27:37
RYAN,2025-08-21 20:27:37
BIVI,2025-08-21 20:27:37
TY,2025-08-21 20:27:37
BWB,2025-08-21 20:27:37
BGSF,2025-08-21 20:27:37
FOUR,2025-08-21 20:27:37
TFC-PR,2025-08-21 20:27:37
LAR,2025-08-21 20:27:37
CHYM,2025-08-21 20:27:37
SMG,2025-08-21 20:27:37
PSA-PF,2025-08-21 20:27:37
PACS,2025-08-21 20:27:37
EIX,2025-08-21 20:27:37
SONY,2025-08-21 20:27:37
SITC,2025-08-21 20:27:37
ARMK,2025-08-21 20:27:37
INN,2025-08-21 20:27:37
GMS,2025-08-21 20:27:37
ABSI,2025-08-21 20:27:37
TMHC,2025-08-21 20:27:37
BFAM,2025-08-21 20:27:37
PCG,2025-08-21 20:27:37
BIO,2025-08-21 20:27:37
VRE,2025-08-21 20:27:37
AIR,2025-08-21 20:27:37
ROG,2025-08-21 20:27:37
FLS,2025-08-21 20:27:37
NOMD,2025-08-21 20:27:37
FL,2025-08-21 20:27:37
AOUT,2025-08-21 20:27:37
PRKS,2025-08-21 20:27:37
BF-A,2025-08-21 20:27:37
HRTG,2025-08-21 20:27:37
RYN,2025-08-21 20:27:37
MET,2025-08-21 20:27:37
ATI,2025-08-21 20:27:37
MTB,2025-08-21 20:27:37
GSBD,2025-08-21 20:27:37
ASRV,2025-08-21 20:27:37
CIM,2025-08-21 20:27:37
BWSN,2025-08-21 20:27:37
FITBI,2025-08-21 20:27:37
CIM-PB,2025-08-21 20:27:37
PMT,2025-08-21 20:27:37
BIPI,2025-08-21 20:27:37
GNK,2025-08-21 20:27:37
FLR,2025-08-21 20:27:37
FSLY,2025-08-21 20:27:37
BRO,2025-08-21 20:27:37
OC,2025-08-21 20:27:37
SWX,2025-08-21 20:27:37
FMX,2025-08-21 20:27:37
GROV,2025-08-21 20:27:37
PSA-PM,2025-08-21 20:27:37
TBN,2025-08-21 20:27:37
HMN,2025-08-21 20:27:37
DECK,2025-08-21 20:27:37
LVS,2025-08-21 20:27:37
RITM,2025-08-21 20:27:37
SHEL,2025-08-21 20:27:37
NTST,2025-08-21 20:27:37
TEL,2025-08-21 20:27:37
ALL-PI,2025-08-21 20:27:37
BSAC,2025-08-21 20:27:37
ED,2025-08-21 20:27:37
ACM,2025-08-21 20:27:37
BETR,2025-08-21 20:27:37
IIPR,2025-08-21 20:27:37
PUK,2025-08-21 20:27:37
GNL,2025-08-21 20:27:37
LAC,2025-08-21 20:27:37
LADR,2025-08-21 20:27:37
HHH,2025-08-21 20:27:37
NWG,2025-08-21 20:27:37
RL,2025-08-21 20:27:37
BMO,2025-08-21 20:27:37
ASB,2025-08-21 20:27:37
LBRT,2025-08-21 20:27:37
WELL,2025-08-21 20:27:37
FCPT,2025-08-21 20:27:37
UNP,2025-08-21 20:27:37
ALUR,2025-08-21 20:27:37
KLG,2025-08-21 20:27:37
FVR,2025-08-21 20:27:37
MBC,2025-08-21 20:27:37
NBHC,2025-08-21 20:27:37
IP,2025-08-21 20:27:37
LDOS,2025-08-21 20:27:37
BAC-PL,2025-08-21 20:27:37
LYV,2025-08-21 20:27:37
DINO,2025-08-21 20:27:37
LHX,2025-08-21 20:27:37
LOB,2025-08-21 20:27:37
SAH,2025-08-21 20:27:37
JENA,2025-08-21 20:27:37
MS-PQ,2025-08-21 20:27:37
MTW,2025-08-21 20:27:37
NGL,2025-08-21 20:27:37
HLLY,2025-08-21 20:27:37
YUMC,2025-08-21 20:27:37
CHE,2025-08-21 20:27:37
KEX,2025-08-21 20:27:37
FTV,2025-08-21 20:27:37
MS-PE,2025-08-21 20:27:37
KT,2025-08-21 20:27:37
SPG,2025-08-21 20:27:37
NEE,2025-08-21 20:27:37
CMC,2025-08-21 20:27:37
PII,2025-08-21 20:27:37
LH,2025-08-21 20:27:37
MP,2025-08-21 20:27:37
CMSA,2025-08-21 20:27:37
CUBE,2025-08-21 20:27:37
BLD,2025-08-21 20:27:37
HMC,2025-08-21 20:27:37
CVS,2025-08-21 20:27:37
MX,2025-08-21 20:27:37
ETR,2025-08-21 20:27:37
BYD,2025-08-21 20:27:37
ACET,2025-08-21 20:27:37
APOS,2025-08-21 20:27:37
MYE,2025-08-21 20:27:37
CVV,2025-08-21 20:27:37
MS-PA,2025-08-21 20:27:37
NIQ,2025-08-21 20:27:37
DAC,2025-08-21 20:27:37
DAR,2025-08-21 20:27:37
MS,2025-08-21 20:27:37
BLCO,2025-08-21 20:27:37
DB,2025-08-21 20:27:37
MEG,2025-08-21 20:27:37
BE,2025-08-21 20:27:37
ECC-PD,2025-08-21 20:27:37
HRB,2025-08-21 20:27:37
MSM,2025-08-21 20:27:37
J,2025-08-21 20:27:37
EMA,2025-08-21 20:27:37
NRGV,2025-08-21 20:27:37
RRC,2025-08-21 20:27:37
ENO,2025-08-21 20:27:37
ONTF,2025-08-21 20:27:37
IRM,2025-08-21 20:27:37
DNB,2025-08-21 20:27:37
DLR-PK,2025-08-21 20:27:37
MTG,2025-08-21 20:27:37
MHO,2025-08-21 20:27:37
AMRC,2025-08-21 20:27:37
AME,2025-08-21 20:27:37
LUV,2025-08-21 20:27:37
BGS,2025-08-21 20:27:37
GRABW,2025-08-21 20:27:37
DOLE,2025-08-21 20:27:37
NLY,2025-08-21 20:27:37
AMX,2025-08-21 20:27:37
DRI,2025-08-21 20:27:37
DXC,2025-08-21 20:27:37
AMTM,2025-08-21 20:27:37
GWRE,2025-08-21 20:27:37
TWLO,2025-08-21 20:27:37
ENTG,2025-08-21 20:27:37
EBR,2025-08-21 20:27:37
MSI,2025-08-21 20:27:37
EFC,2025-08-21 20:27:37
HROW,2025-08-21 20:27:37
HR,2025-08-21 20:27:37
AOMR,2025-08-21 20:27:37
NOV,2025-08-21 20:27:37
MMI,2025-08-21 20:27:37
FENG,2025-08-21 20:27:37
FSS,2025-08-21 20:27:37
AIRS,2025-08-21 20:27:37
ESAB,2025-08-21 20:27:37
ALL,2025-08-21 20:27:37
CDE,2025-08-21 20:27:37
ALG,2025-08-21 20:27:37
MRP,2025-08-21 20:27:37
CMBT,2025-08-21 20:27:37
FRD,2025-08-21 20:27:37
BCE,2025-08-21 20:27:37
KNSL,2025-08-21 20:27:37
ATRC,2025-08-21 20:27:37
IMCC,2025-08-21 20:27:37
HGTY,2025-08-21 20:27:37
OMI,2025-08-21 20:27:37
TFC,2025-08-21 20:27:37
LENZ,2025-08-21 20:27:37
GPK,2025-08-21 20:27:37
AMOD,2025-08-21 20:27:37
PG,2025-08-21 20:27:37
H,2025-08-21 20:27:37
BHP,2025-08-21 20:27:37
CTXR,2025-08-21 20:27:37
PJT,2025-08-21 20:27:37
APO-PA,2025-08-21 20:27:37
HOG,2025-08-21 20:27:37
LCII,2025-08-21 20:27:37
CF,2025-08-21 20:27:37
TLYS,2025-08-21 20:27:37
AMT,2025-08-21 20:27:37
AA,2025-08-21 20:27:37
MTX,2025-08-21 20:27:37
JEF,2025-08-21 20:27:37
CPK,2025-08-21 20:27:37
BCSF,2025-08-21 20:27:37
SYF-PA,2025-08-21 20:27:37
BBW,2025-08-21 20:27:37
CBRE,2025-08-21 20:27:37
BBWI,2025-08-21 20:27:37
ATH-PD,2025-08-21 20:27:37
CLCO,2025-08-21 20:27:37
XPRO,2025-08-21 20:27:37
FAT,2025-08-21 20:27:37
GE,2025-08-21 20:27:37
LXFR,2025-08-21 20:27:37
HASI,2025-08-21 20:27:37
ATR,2025-08-21 20:27:37
ACN,2025-08-21 20:27:37
HWM,2025-08-21 20:27:37
WK,2025-08-21 20:27:37
VTLE,2025-08-21 20:27:37
EXPD,2025-08-21 20:27:37
JXN,2025-08-21 20:27:37
GMED,2025-08-21 20:27:37
JCAP,2025-08-21 20:27:37
EQBK,2025-08-21 20:27:37
SPB,2025-08-21 20:27:37
ALL-PJ,2025-08-21 20:27:37
WSO,2025-08-21 20:27:37
IMAB,2025-08-21 20:27:37
PLOW,2025-08-21 20:27:37
CEPT,2025-08-21 20:27:37
FBLG,2025-08-21 20:27:37
ROL,2025-08-21 20:27:37
GCTS,2025-08-21 20:27:37
RES,2025-08-21 20:27:37
BSM,2025-08-21 20:27:37
LC,2025-08-21 20:27:37
EQNR,2025-08-21 20:27:37
WTI,2025-08-21 20:27:37
AIZN,2025-08-21 20:27:37
ONTO,2025-08-21 20:27:37
WPM,2025-08-21 20:27:37
PAAS,2025-08-21 20:27:37
CLDT,2025-08-21 20:27:37
PRS,2025-08-21 20:27:37
MKL,2025-08-21 20:27:37
APLE,2025-08-21 20:27:37
HLIO,2025-08-21 20:27:37
NSC,2025-08-21 20:27:37
BX,2025-08-21 20:27:37
ARR,2025-08-21 20:27:37
AAUC,2025-08-21 20:27:37
ITW,2025-08-21 20:27:37
CCI,2025-08-21 20:27:37
BODI,2025-08-21 20:27:37
BALL,2025-08-21 20:27:37
COMM,2025-08-21 20:27:37
SE,2025-08-21 20:27:37
XIFR,2025-08-21 20:27:37
FIG,2025-08-21 20:27:37
EAF,2025-08-21 20:27:37
WEAV,2025-08-21 20:27:37
WWW,2025-08-21 20:27:37
INR,2025-08-21 20:27:37
TRGP,2025-08-21 20:27:37
ATYR,2025-08-21 20:27:37
AIZ,2025-08-21 20:27:37
DEVS,2025-08-21 20:27:37
EMBC,2025-08-21 20:27:37
YSG,2025-08-21 20:27:37
CATO,2025-08-21 20:27:37
BORR,2025-08-21 20:27:37
PINS,2025-08-21 20:27:37
ATH-PB,2025-08-21 20:27:37
IHG,2025-08-21 20:27:37
CYCC,2025-08-21 20:27:37
ABM,2025-08-21 20:27:37
COF-PN,2025-08-21 20:27:37
CCCC,2025-08-21 20:27:37
VRTS,2025-08-21 20:27:37
BH-A,2025-08-21 20:27:37
GHLD,2025-08-21 20:27:37
SCL,2025-08-21 20:27:37
RSKD,2025-08-21 20:27:37
SBS,2025-08-21 20:27:37
SBSI,2025-08-21 20:27:37
KOS,2025-08-21 20:27:37
V,2025-08-21 20:27:37
RERE,2025-08-21 20:27:37
THG,2025-08-21 20:27:37
GGG,2025-08-21 20:27:37
STLA,2025-08-21 20:27:37
ENIC,2025-08-21 20:27:37
NU,2025-08-21 20:27:37
SNX,2025-08-21 20:27:37
NNI,2025-08-21 20:27:37
LTH,2025-08-21 20:27:37
NX,2025-08-21 20:27:37
LXU,2025-08-21 20:27:37
ACRE,2025-08-21 20:27:37
KRG,2025-08-21 20:27:37
KW,2025-08-21 20:27:37
SBSW,2025-08-21 20:27:37
RCI,2025-08-21 20:27:37
EXR,2025-08-21 20:27:37
SYF,2025-08-21 20:27:37
MGA,2025-08-21 20:27:37
MDGL,2025-08-21 20:27:37
MEI,2025-08-21 20:27:37
SR,2025-08-21 20:27:37
BRX,2025-08-21 20:27:37
MBX,2025-08-21 20:27:37
TWI,2025-08-21 20:27:37
GPC,2025-08-21 20:27:37
CNR,2025-08-21 20:27:37
BBDO,2025-08-21 20:27:37
CNQ,2025-08-21 20:27:37
VG,2025-08-21 20:27:37
CULP,2025-08-21 20:27:37
IVT,2025-08-21 20:27:37
AAON,2025-08-21 20:27:37
AGRO,2025-08-21 20:27:37
TROX,2025-08-21 20:27:37
VRT,2025-08-21 20:27:37
LZ,2025-08-21 20:27:37
LARK,2025-08-21 20:27:37
UZD,2025-08-21 20:27:37
EVC,2025-08-21 20:27:37
ANF,2025-08-21 20:27:37
TFIN,2025-08-21 20:27:37
GAM,2025-08-21 20:27:37
AP,2025-08-21 20:27:37
GRBK,2025-08-21 20:27:37
LAZ,2025-08-21 20:27:37
SYK,2025-08-21 20:27:37
OGN,2025-08-21 20:27:37
TEVA,2025-08-21 20:27:37
LMT,2025-08-21 20:27:37
KMT,2025-08-21 20:27:37
DLB,2025-08-21 20:27:37
LB,2025-08-21 20:27:37
IRBT,2025-08-21 20:27:37
LOMA,2025-08-21 20:27:37
HZO,2025-08-21 20:27:37
USB-PQ,2025-08-21 20:27:37
WBX,2025-08-21 20:27:37
TRC,2025-08-21 20:27:37
KEN,2025-08-21 20:27:37
EQH-PA,2025-08-21 20:27:37
REXR,2025-08-21 20:27:37
SII,2025-08-21 20:27:37
BBU,2025-08-21 20:27:37
SCI,2025-08-21 20:27:37
TNK,2025-08-21 20:27:37
TKC,2025-08-21 20:27:37
AKO-B,2025-08-21 20:27:37
EFX,2025-08-21 20:27:37
ELP,2025-08-21 20:27:37
NOTE,2025-08-21 20:27:37
BBAI,2025-08-21 20:27:37
JBS,2025-08-21 20:27:37
USB-PR,2025-08-21 20:27:37
ADM,2025-08-21 20:27:37
ICE,2025-08-21 20:27:37
UA,2025-08-21 20:27:37
JPM-PM,2025-08-21 20:27:37
CNS,2025-08-21 20:27:37
CUK,2025-08-21 20:27:37
UFI,2025-08-21 20:27:37
MLM,2025-08-21 20:27:37
SEI,2025-08-21 20:27:37
R,2025-08-21 20:27:37
SLB,2025-08-21 20:27:37
RLX,2025-08-21 20:27:37
T-PA,2025-08-21 20:27:37
MAS,2025-08-21 20:27:37
RAMP,2025-08-21 20:27:37
GETY,2025-08-21 20:27:37
ARES,2025-08-21 20:27:37
AXR,2025-08-21 20:27:37
CRUS,2025-08-21 20:27:37
CPT,2025-08-21 20:27:37
SPIR,2025-08-21 20:27:37
