ticker,reported_currency,is_foreign
FISV,USD,False
FIVE,USD,False
FIVN,USD,False
FIX,USD,False
FIZZ,USD,False
FL,USD,False
FLEX,USD,False
FLO,USD,False
FLR,USD,False
FLS,USD,False
FLT,USD,False
FLUT,USD,False
FMC,USD,False
FMS,EUR,True
FMX,USD,False
FN,USD,False
FNV,USD,False
FOLD,USD,False
FOR,USD,False
FORM,USD,False
FOXF,USD,False
FPI,USD,False
FR,USD,False
FRO,USD,False
FRPH,USD,False
FRPT,USD,False
FRT,USD,False
FSLR,USD,False
FSM,USD,False
FSS,USD,False
FSV,USD,False
FTAI,USD,False
FTI,USD,False
FTK,USD,False
FTNT,USD,False
FUL,USD,False
FUN,USD,False
FVR,USD,False
FWRD,USD,False
G,USD,False
GAP,USD,False
GATX,USD,False
GAU,USD,False
GBX,USD,False
GCI,USD,False
GCO,USD,False
GD,USD,False
GDDY,USD,False
GDEN,USD,False
GE,USD,False
GEF,USD,False
GEL,USD,False
GEN,USD,False
GEO,USD,False
GERN,USD,False
GES,USD,False
GEVO,USD,False
GFF,USD,False
GFI,USD,False
GGB,BRL,True
GGG,USD,False
GHC,USD,False
GHM,USD,False
GIB,CAD,True
GIC,USD,False
GIII,USD,False
GIL,USD,False
GILD,USD,False
GILT,USD,False
GIS,USD,False
GKOS,USD,False
GLDD,USD,False
GLDG,CAD,True
GLNG,USD,False
GLOB,USD,False
GLP,USD,False
GLPG,EUR,True
GLPI,USD,False
GLW,USD,False
GLYC,USD,False
GM,USD,False
GMAB,USD,False
GME,USD,False
GMED,USD,False
GNK,USD,False
GNL,USD,False
GNRC,USD,False
GNTX,USD,False
GOGL,USD,False
GOGO,USD,False
GOL,BRL,True
GOOD,USD,False
GOOG,USD,False
GPC,USD,False
GPI,USD,False
