index,revenue_billions_sarima_noexog_ttm,revenue_billions_lstm_forecast_ttm,revenue_billions_prophet_forecast_ttm,revenue_billions_esq_forecast_ttm,ticker,PSR_ttm_sarima_forecast,PSR_ttm_lstm_forecast,PSR_prophet_forecast_noexog,PSR_es_forecast,sarima_valuation,lstm_valuation,prophet_valuation,es_valuation,measurement_date
2024-08-31,25.11,25.11,25.11,25.11,MU,5.598563911978055,3.907470941543579,7.22082120095276,6.66922918385171,140.57993982976896,98.11659534215927,181.3148203559238,167.46434480651644,2025-10-06
2024-09-30,25.11,25.11,25.11,25.11,MU,5.5835252407886715,3.958970546722412,9.575534515532505,6.774192647906657,140.20231879620354,99.40975042819977,240.4416716850212,170.09997738893617,2025-10-06
2024-10-31,25.11,25.11,25.11,25.11,MU,5.576691460091116,4.008411407470703,6.452149129841029,6.879156111961604,140.03072256288792,100.65121044158936,162.01346465030824,172.73560997135587,2025-10-06
2024-11-30,29.090000000000003,29.090000000000003,29.090000000000003,29.090000000000003,MU,5.573582782434958,4.070157527923584,3.557435121356314,6.98411957601655,162.13552314103293,118.40088248729707,103.48578768025519,203.16803846632146,2025-10-06
2024-12-31,29.090000000000003,29.090000000000003,29.090000000000003,29.090000000000003,MU,5.572167962509661,4.1382670402526855,1.5327697551994726,7.089083040071496,162.09436602940605,120.38218820095064,44.58827217875266,206.22142563567985,2025-10-06
2025-01-31,29.090000000000003,29.090000000000003,29.090000000000003,29.090000000000003,MU,5.571523907997568,4.196885585784912,0.4684230744741648,7.194046504126442,162.07563048364926,122.0874016904831,13.626427236453456,209.27481280503824,2025-10-06
2025-02-28,31.320000000000004,31.320000000000004,31.320000000000004,31.320000000000004,MU,5.571230691914587,4.233719825744629,4.571085209428527,7.299009968181388,174.49094527076488,132.6001049423218,143.1663887593015,228.6049922034411,2025-10-06
2025-03-31,31.320000000000004,31.320000000000004,31.320000000000004,31.320000000000004,MU,5.5710971945028875,4.260071754455566,5.452777597335107,7.403973432236334,174.48676413183045,133.42544734954836,170.78099434853556,231.89244789764203,2025-10-06
2025-04-30,31.320000000000004,31.320000000000004,31.320000000000004,31.320000000000004,MU,5.571036413625856,4.269301414489746,4.831696070517669,7.508936896291281,174.48486047476183,133.71452030181885,151.32872092861342,235.17990359184293,2025-10-06
2025-05-31,33.81,33.81,33.81,33.81,MU,,,,,,,,,2025-10-06
2025-08-31,37.370000000000005,37.370000000000005,37.370000000000005,37.370000000000005,MU,,,,,,,,,2025-10-06
2025-11-30,41.20070242000396,32.90343395233155,37.756040989110005,40.27565921398954,MU,,,,,,,,,2025-10-06
2026-02-28,45.48426169320405,29.138625965118408,38.489514174769,44.14697766736828,MU,,,,,,,,,2025-10-06
2026-05-31,48.95037030835895,23.908499298095705,38.52756964389657,47.07395536013621,MU,,,,,,,,,2025-10-06
2026-08-31,50.71002798202536,16.259048461914062,35.884455926914725,48.296592292293326,MU,,,,,,,,,2025-10-06
2024-04-30,22.8,22.8,22.8,22.8,AMD,8.396431773589345,41.320980072021484,6.536805551867718,9.458267077677299,191.43864443783707,942.1183456420898,149.039166582584,215.64848937104242,2025-10-06
