index,revenue_billions_sarima_noexog_ttm,revenue_billions_lstm_forecast_ttm,revenue_billions_prophet_forecast_ttm,revenue_billions_esq_forecast_ttm,ticker,PSR_ttm_sarima_forecast,PSR_ttm_lstm_forecast,PSR_prophet_forecast_noexog,PSR_es_forecast,sarima_valuation,lstm_valuation,prophet_valuation,es_valuation,measurement_date
2024-05-31,22.8,22.8,22.8,22.8,AMD,8.34163303600677,46.120872497558594,1.9650284390920554,9.617265625740849,190.18923322095438,1051.555892944336,44.80264841129886,219.27365626689138,2025-10-06
2024-06-30,23.269999999999996,23.269999999999996,23.269999999999996,23.27,AMD,8.28780680261187,50.13650894165039,5.691264150954048,9.776264173804401,192.8572642967782,1166.6765630722043,132.43571679270067,227.49366732442843,2025-10-06
2024-07-31,23.269999999999996,23.269999999999996,23.269999999999996,23.27,AMD,8.234932460864968,53.29368591308594,9.745426625186104,9.935262721867954,191.62687836432778,1240.1440711975094,226.7760775680806,231.19356353786728,2025-10-06
2024-08-31,23.269999999999996,23.269999999999996,23.269999999999996,23.27,AMD,8.182989456950905,54.96098709106445,15.799526595922508,10.094261269931504,190.41816466324752,1278.9421696090697,367.6549838871167,234.8934597513061,2025-10-06
2024-09-30,24.29,24.29,24.29,24.29,AMD,8.131957712056085,56.39567565917969,12.422429339250387,10.253259817995056,197.5252528258423,1369.8509617614745,301.7408086503919,249.0516809790999,2025-10-06
2024-10-31,24.29,24.29,24.29,24.29,AMD,8.081817662668909,57.905696868896484,11.43682374695647,10.412258366058607,196.3073510262278,1406.5293769454956,277.80044881357264,252.91375571156357,2025-10-06
2024-11-30,24.29,24.29,24.29,24.29,AMD,8.032550252060318,59.0593376159668,8.234333505513716,10.57125691412216,195.11064562254512,1434.5513106918334,200.01196084892814,256.77583044402724,2025-10-06
2024-12-31,25.78,25.78,25.78,25.779999999999998,AMD,,,,,,,,,2025-10-06
2025-03-31,27.75,27.75,27.75,27.75,AMD,,,,,,,,,2025-10-06
2025-06-30,29.6,29.6,29.6,29.6,AMD,,,,,,,,,2025-10-06
2025-09-30,30.933679140063138,29.753698139190675,28.61319449115923,30.686301694230487,AMD,,,,,,,,,2025-10-06
2025-12-31,31.807687924992706,29.433365936279294,27.17978472342033,31.158905082912497,AMD,,,,,,,,,2025-10-06
2026-03-31,32.80208656483821,29.716468505859375,25.517656813088713,32.07781016604603,AMD,,,,,,,,,2025-10-06
2026-06-30,33.6651508175027,30.076746940612793,24.036356586695263,32.98301694363108,AMD,,,,,,,,,2025-10-06
2024-01-31,60.92,60.92,60.92,60.92,NVDA,40.359840453046466,28.46811294555664,18.87924933474052,46.607680675153254,2458.7214803995907,1734.2774406433107,1150.1238694723927,2839.339906730336,2025-10-06
2024-02-29,60.92,60.92,60.92,60.92,NVDA,40.36035119627646,28.689903259277344,20.30970262029435,47.78992224320653,2458.752594877162,1747.7889065551758,1237.2670836283319,2911.3620630561422,2025-10-06
2024-03-31,60.92,60.92,60.92,60.92,NVDA,40.36051586836177,29.169795989990234,21.003090415058903,48.97216381125981,2458.7626267005994,1777.0239717102052,1279.5082680853884,2983.384219381948,2025-10-06
2024-04-30,79.77,79.77,79.77,79.77,NVDA,40.36056896107128,29.6940975189209,64.88676879646512,50.15440537931309,3219.562586024656,2368.6981590843197,5176.017546894022,4000.816917107805,2025-10-06
2024-05-31,79.77,79.77,79.77,79.77,NVDA,40.36058607891275,30.238819122314453,92.59671325084088,51.336646947366376,3219.56395151487,2412.150601387024,7386.439816019576,4095.1243269914157,2025-10-06
2024-06-30,79.77,79.77,79.77,79.77,NVDA,40.360591597944016,30.414091110229492,77.80349310577806,52.51888851541965,3219.564391767994,2426.1320478630064,6206.384645047916,4189.431736875025,2025-10-06
2024-07-31,96.3,96.3,96.3,96.3,NVDA,,,,,,,,,2025-10-06
2024-10-31,113.26,113.26,113.26,113.26,NVDA,,,,,,,,,2025-10-06
2025-01-31,130.49,130.49,130.49,130.49,NVDA,,,,,,,,,2025-10-06
2025-04-30,148.51,148.51,148.51,148.51,NVDA,,,,,,,,,2025-10-06
2025-07-31,165.21,165.21,165.21,165.21,NVDA,,,,,,,,,2025-10-06
2025-10-31,179.11942911192799,156.1208046722412,148.11066700593264,179.91006913619916,NVDA,,,,,,,,,2025-10-06
2026-01-31,190.87569972843312,150.13859825134278,128.92011434031858,193.4002073790536,NVDA,,,,,,,,,2025-10-06
2026-04-30,199.8702729138746,143.44376777648927,106.1836235845363,205.20041472856332,NVDA,,,,,,,,,2025-10-06
2026-07-31,208.22760540630247,135.3544216156006,82.5283843017644,217.36069118472832,NVDA,,,,,,,,,2025-10-06
