index,revenue_billions_sarima_noexog_ttm,revenue_billions_lstm_forecast_ttm,revenue_billions_prophet_forecast_ttm,revenue_billions_esq_forecast_ttm,ticker,PSR_ttm_sarima_forecast,PSR_ttm_lstm_forecast,PSR_prophet_forecast_noexog,PSR_es_forecast,sarima_valuation,lstm_valuation,prophet_valuation,es_valuation,measurement_date
2025-12-31,31.807687924992706,29.919741268157956,27.17978472342033,31.158905082912497,AMD,,,,,,,,,2025-10-07
2026-03-31,32.80208656483821,30.67486207962036,25.517656813088713,32.07781016604603,AMD,,,,,,,,,2025-10-07
2026-06-30,33.6651508175027,31.695098400115967,24.036356586695263,32.98301694363108,AMD,,,,,,,,,2025-10-07
2024-01-31,60.92,60.92,60.92,60.92,NVDA,40.359840453046466,26.85149383544922,18.87924933474052,46.607680675153254,2458.7214803995907,1635.7930044555665,1150.1238694723927,2839.339906730336,2025-10-07
2024-02-29,60.92,60.92,60.92,60.92,NVDA,40.36035119627646,26.986215591430664,20.30970262029435,47.78992224320653,2458.752594877162,1644.0002538299561,1237.2670836283319,2911.3620630561422,2025-10-07
2024-03-31,60.92,60.92,60.92,60.92,NVDA,40.36051586836177,27.421464920043945,21.003090415058903,48.97216381125981,2458.7626267005994,1670.515642929077,1279.5082680853884,2983.384219381948,2025-10-07
2024-04-30,79.77,79.77,79.77,79.77,NVDA,40.36056896107128,27.904104232788086,64.88676879646512,50.15440537931309,3219.562586024656,2225.9103946495056,5176.017546894022,4000.816917107805,2025-10-07
2024-05-31,79.77,79.77,79.77,79.77,NVDA,40.36058607891275,28.40764808654785,92.59671325084088,51.336646947366376,3219.56395151487,2266.078087863922,7386.439816019576,4095.1243269914157,2025-10-07
2024-06-30,79.77,79.77,79.77,79.77,NVDA,40.360591597944016,28.50998878479004,77.80349310577806,52.51888851541965,3219.564391767994,2274.241805362701,6206.384645047916,4189.431736875025,2025-10-07
2024-07-31,96.3,96.3,96.3,96.3,NVDA,,,,,,,,,2025-10-07
2024-10-31,113.26,113.26,113.26,113.26,NVDA,,,,,,,,,2025-10-07
2025-01-31,130.49,130.49,130.49,130.49,NVDA,,,,,,,,,2025-10-07
2025-04-30,148.51,148.51,148.51,148.51,NVDA,,,,,,,,,2025-10-07
2025-07-31,165.21,165.21,165.21,165.21,NVDA,,,,,,,,,2025-10-07
2025-10-31,179.11942911192799,163.23580825805664,148.11066700593264,179.91006913619916,NVDA,,,,,,,,,2025-10-07
2026-01-31,190.87569972843312,168.43978576660157,128.92011434031858,193.4002073790536,NVDA,,,,,,,,,2025-10-07
2026-04-30,199.8702729138746,177.09522079467774,106.1836235845363,205.20041472856332,NVDA,,,,,,,,,2025-10-07
2026-07-31,208.22760540630247,188.6534194946289,82.5283843017644,217.36069118472832,NVDA,,,,,,,,,2025-10-07
2024-01-31,26.479999999999997,26.479999999999997,26.479999999999997,26.48,AMAT,4.808902871298472,3.8987865447998047,2.1104281259583657,4.212569888086156,127.33974803198353,103.23986770629881,55.88413677537752,111.54885063652141,2025-10-07
2024-02-29,26.479999999999997,26.479999999999997,26.479999999999997,26.48,AMAT,4.809109455527965,3.891061544418335,4.442424329985539,4.155226330013002,127.3452183823805,103.0353096961975,117.63539625801707,110.03039321874428,2025-10-07
2024-03-31,26.479999999999997,26.479999999999997,26.479999999999997,26.48,AMAT,4.809192784090956,3.901372194290161,4.964680456815838,4.097882771939847,127.34742492272851,103.30833570480345,131.46473849648336,108.51193580096717,2025-10-07
2024-04-30,26.5,26.5,26.5,26.5,AMAT,4.809226395197435,3.91477632522583,7.805389285055018,4.040539213866693,127.44449947273202,103.7415726184845,206.84281605395796,107.07428916746737,2025-10-07
2024-05-31,26.5,26.5,26.5,26.5,AMAT,4.809239952352907,3.930713415145874,7.763092998643125,3.983195655793539,127.44485873735202,104.16390550136566,205.7219644640428,105.55468487852878,2025-10-07
2024-06-30,26.5,26.5,26.5,26.5,AMAT,4.809245420662224,3.933960437774658,4.997290094134378,3.9258520977203846,127.44500364754893,104.24995160102844,132.42818749456103,104.0350805895902,2025-10-07
2024-07-31,26.86,26.86,26.86,26.86,AMAT,,,,,,,,,2025-10-07
2024-10-31,27.18,27.18,27.18,27.18,AMAT,,,,,,,,,2025-10-07
2025-01-31,27.64,27.64,27.64,27.64,AMAT,,,,,,,,,2025-10-07
2025-04-30,28.09,28.09,28.09,28.09,AMAT,,,,,,,,,2025-10-07
2025-07-31,28.61,28.61,28.61,28.61,AMAT,,,,,,,,,2025-10-07
2025-10-31,28.93085089909148,28.718696899414063,28.818382518379913,28.953718016433175,AMAT,,,,,,,,,2025-10-07
2026-01-31,29.331464304038754,28.80445327758789,28.961701479853645,29.25115405103226,AMAT,,,,,,,,,2025-10-07
2026-04-30,30.180166384475495,29.088112163543702,29.16860589762741,29.70230810379726,AMAT,,,,,,,,,2025-10-07
2026-07-31,31.11188020072973,29.274428844451904,29.203539851274797,30.03718017472817,AMAT,,,,,,,,,2025-10-07
