ticker
MSFT
NVDA
GOOGL
GOOG
META
TSLA
UNH
LLY
JNJ
PG
HD
MRK
PEP
KO
WMT
TMO
MCD
PFE
LIN
NFLX
ORCL
DHR
DIS
TXN
PM
VZ
INTU
INTC
UNP
LOW
IBM
RTX
HON
UPS
GE
QCOM
NKE
NOW
SBUX
ELV
MDT
DE
LMT
TJX
T
ISRG
MDLZ
GILD
SYK
REGN
VRTX
ETN
LRCX
CVS
ZTS
CI
MO
TMUS
FI
MU
PANW
PYPL
SNPS
ITW
KLAC
LULU
SHW
NOC
HUM
FDX
WM
MCK
TGT
ORLY
